UF	Município	ID	Nº Processo	Vinculada	Termo/Nº Convênio	Ano Termo/Convênio	Programa	Fonte	Esfera	Tipologia	Situação da Obra	% Executado (Informado pelo Municípo	Última Vistoria Instituição	% Executado Empresa	Última Vistoria Empresa	Empresa realizadora da Supervisão	Restrições	Inconformidades
GO	Santa Terezinha de Goiás	18982	23400002032201101	NÃO	1941	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	28/12/2012	86.49%	20/08/2015	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
BA	Glória	18984	23400001413201165	NÃO	1718	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	99.99%	19/11/2015	99.65%	31/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MT	Marcelândia	18985	23400000552201171	NÃO	159	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Inacabada	18.23%	05/04/2016	29.81%	18/09/2013	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
PR	Bocaiúva do Sul	18987	23400000924201160	NÃO	988	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Paralisada	73.22%	26/08/2016	78.86%	18/02/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
PR	Joaquim Távora	18988	23400001055201191	SIM	1645	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Execução	72.75%		74.06%	13/10/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
RS	Santo Ângelo	18989	23400000042201102	NÃO	5537	2013	PROINFÂNCIA	PAC2	Municipal	MI - Escola de Educação Infantil Tipo C	Paralisada	7.71%	02/08/2016	8.04%	30/03/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
SP	Iacri	18990	23400001186201178	NÃO	1289	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	08/07/2014	73.97%	16/10/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PE	Salgadinho	18991	23400001229201115	SIM	1637	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Paralisada	52.32%	12/07/2016	54.97%	28/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PR	Castro	18992	23400000322201111	NÃO	160	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	02/06/2014	94.89%	24/03/2014	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
MS	Paranaíba	18993	23400000540201147	NÃO	534	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	30/04/2014	76.65%	21/10/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
RS	Passo Fundo	18994	23400000266201114	NÃO	1077	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	14/07/2014	62.37%	12/12/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SC	Garuva	18995	23400001347201123	NÃO	1319	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	17/03/2014	96.16%	09/04/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MT	Aripuanã	18997	23400000542201136	NÃO	179	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Paralisada	76.21%	13/07/2016	64.31%	28/04/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
MG	Maripá de Minas	18998	23400001265201189	NÃO	1597	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	26/02/2014	90.12%	12/03/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
SP	Avaí	18999	23400000719201102	NÃO	303	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Inacabada	76.11%	02/07/2015	27.19%	12/02/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
GO	Formoso	19000	23400000571201106	NÃO	476	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	97.38%	18/02/2015	97.35%	04/02/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MG	Belo Horizonte	19001	23400000084201135	NÃO	2447	2012	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo A	Concluída	100.00%	10/06/2014	79.02%	21/10/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Capinópolis	19002	23400001130201113	NÃO	1559	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	30/05/2014	90.30%	18/02/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
SP	Ilha Comprida	19003	23400001188201167	NÃO	1277	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	17/04/2013	100.00%	25/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Capela do Alto	19004	23400001162201119	NÃO	1143	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	22/04/2014	74.03%	19/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PR	São Pedro do Iguaçu	19005	23400000649201184	SIM	233	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	98.43%	03/08/2016	81.86%	27/04/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MG	Januária	19007	23400001908201194	SIM	1774	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Paralisada	82.87%	05/08/2016	36.50%	28/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
RS	Pinhal Grande	19008	23400000646201141	SIM	315	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	03/07/2015	97.39%	13/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PE	Recife	19009	23400000353201163	NÃO	11560	2014	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo A	Paralisada	84.23%	25/07/2016	41.24%	30/03/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
MT	Sinop	19010	23400000430201185	NÃO	239	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	01/07/2014	66.99%	20/03/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MT	Sinop	19011	23400000430201185	NÃO	239	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	18/06/2014	74.87%	20/03/2014	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
PB	Zabelê	19012	23400001238201114	NÃO	1678	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	19/01/2015	87.76%	18/03/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PR	Diamante do Sul	19013	23400001053201100	NÃO	1642	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	23/06/2015	46.08%	03/10/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SC	Jacinto Machado	19014	23400001884201173	NÃO	1728	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	28/02/2013	98.75%	31/05/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
SP	Botucatu	19015	23400001874201138	SIM	1744	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	26/11/2015	99.15%	01/12/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Diadema	19016	23400000248201124	NÃO	2445	2012	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo A	Execução	93.13%	04/08/2016	87.39%	17/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
GO	Anápolis	19019	23400000208201182	NÃO	455	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	25/03/2015	74.43%	19/09/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SP	Diadema	19020	23400000248201124	NÃO	2445	2012	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo A	Concluída	100.00%	31/07/2014	70.44%	25/02/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MG	Mathias Lobato	19021	23400001269201167	NÃO	1598	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Inacabada	74.02%	23/07/2015	44.63%	26/08/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
TO	Gurupi	19022	23400000383201170	SIM	184	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	03/06/2016	90.89%	17/05/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
GO	Anápolis	19023	23400000208201182	NÃO	455	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	11/12/2013	0.00%	19/09/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Anápolis	19024	23400000208201182	NÃO	455	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	83.77%	02/08/2016	72.05%	16/09/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Anápolis	19025	23400000208201182	NÃO	455	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	03/06/2014	85.73%	24/04/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
SC	Itapoá	19027	23400001345201134	NÃO	1311	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	17/12/2012	98.64%	17/08/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
AL	Maravilha	19028	23400001819201148	NÃO	1959	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Inacabada	75.20%	29/07/2015	53.11%	05/09/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
CE	Miraíma	19029	23400001953201149	SIM	1884	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Execução	89.75%	12/08/2016	16.01%	30/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
ES	Colatina	19031	23400000218201118	NÃO	212	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	04/12/2012	99.99%	13/06/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Itaguaçu da Bahia	19032	23400000588201155	NÃO	368	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	03/03/2015	57.92%	27/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MG	Belo Oriente	19033	23400000533201145	NÃO	519	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.28%	15/02/2016	89.26%	14/12/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	José Gonçalves de Minas	19034	23400001255201143	NÃO	1592	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	29/04/2014	97.16%	20/02/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MS	Coronel Sapucaia	19036	23400001979201197	NÃO	1955	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	29/10/2014	71.10%	25/10/2013	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
AL	Palmeira dos Índios	19037	23400000231201177	NÃO	251	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	10/05/2013	100.00%	09/07/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Paraíso	19040	23400000708201114	NÃO	135	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	13/05/2014	92.34%	31/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Mogi Mirim	19041	23400000378201167	NÃO	130	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	31/03/2014	93.53%	29/01/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
GO	Indiara	19042	23400001093201143	NÃO	1180	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Inacabada	79.44%	11/08/2016	72.57%	27/07/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
MG	Betim	19043	23400000086201124	NÃO	4091	2013	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	28/05/2014	68.31%	22/10/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Governador Valadares	19045	23400000098201159	NÃO	529	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	19/05/2014	99.56%	21/02/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
PR	Marialva	19046	23400001059201179	NÃO	1695	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	18/03/2014	98.33%	26/03/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
PB	Desterro	19047	23400000623201136	NÃO	115	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	29/04/2014	96.24%	21/10/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
BA	Alagoinhas	19048	23400000225201110	NÃO	5823	2013	PROINFÂNCIA	PAC2	Municipal	MI - Escola de Educação Infantil Tipo B	Paralisada	61.79%	22/07/2016	55.66%	14/12/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PR	Sabáudia	19049	23400001071201183	NÃO	1647	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	29/01/2014	97.27%	28/03/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MG	Araçuaí	19050	23400001900201128	SIM	1778	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	94.72%	21/07/2016	37.49%	20/02/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MA	Coroatá	19051	23400000119201136	NÃO	514	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Inacabada	34.71%	14/06/2013	34.80%	18/10/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PA	São João de Pirabas	19052	23400001244201163	NÃO	1547	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Execução	69.21%	08/08/2016	51.14%	22/11/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	NÃO
SC	Canoinhas	19054	23400000056201118	NÃO	275	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	30/01/2014	90.91%	08/11/2013	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
PR	Cerro Azul	19055	23400000324201100	NÃO	182	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	26/03/2014	91.39%	12/02/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MG	Pouso Alegre	19058	23400000118201191	SIM	220	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	85.12%	06/07/2016	36.80%	28/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PR	Matinhos	19059	23400000634201116	SIM	204	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	04/11/2015	92.85%	04/02/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MA	Imperatriz	19060	23400001893201164	NÃO	2490	2012	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	69.77%	30/06/2016	41.59%	05/07/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
BA	Belo Campo	19061	23400001424201145	NÃO	1712	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	99.99%	18/12/2015	94.32%	20/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Potirendaba	19062	23400000704201136	SIM	143	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	69.02%	15/08/2016	31.62%	15/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MA	Imperatriz	19063	23400000082201146	NÃO	2489	2012	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	31/03/2015	32.34%	11/11/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MA	Imperatriz	19064	23400000082201146	NÃO	2489	2012	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	17/03/2016	35.59%	14/01/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
RS	Passo Fundo	19065	23400000067201106	NÃO	435	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	97.16%	30/04/2014	68.48%	12/12/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RS	Passo Fundo	19066	23400000067201106	NÃO	435	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	99.15%	24/11/2014	75.73%	12/12/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Poções	19067	23400000877201154	NÃO	1367	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	25/11/2014	94.87%	09/05/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
MG	Pouso Alegre	19068	23400000118201191	NÃO	220	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	30/06/2015	99.44%	19/05/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
SP	Itapetininga	19069	23400000363201107	NÃO	338	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	15/09/2014	65.28%	26/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Sumaré	19070	23400000397201193	NÃO	170	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	23/05/2016	72.82%	22/09/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
ES	Nova Venécia	19071	23400001965201173	NÃO	1791	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	02/12/2013	90.30%	17/09/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Itapetininga	19072	23400000269201140	NÃO	1033	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	99.99%	05/05/2016	61.31%	21/07/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
GO	Ceres	19074	23400001107201129	NÃO	2056	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	29/05/2013	97.42%	31/05/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
BA	Riacho de Santana	19076	23400001118201117	NÃO	1716	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	30/05/2014	94.16%	20/05/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
ES	Colatina	19077	23400000218201118	SIM	212	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.76%	28/10/2015	97.35%	18/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Fernandópolis	19078	23400000367201187	NÃO	332	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	87.86%	11/08/2016	73.55%	16/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	NÃO
GO	Goiatuba	19079	23400000569201129	SIM	489	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	81.44%	28/07/2016	26.62%	21/03/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
SP	Várzea Paulista	19080	23400001744201103	NÃO	2475	2012	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	74.38%	22/08/2016	48.82%	25/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
MT	Pontes e Lacerda	19081	23400000560201118	SIM	188	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Licitação	42.12%		39.78%	13/01/2015	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Monte Azul Paulista	19082	23400001756201120	NÃO	1761	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	16/05/2014	96.52%	31/10/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PR	Carambeí	19084	23400000616201134	NÃO	157	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	10/09/2014	97.11%	07/01/2014	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Itapetininga	19085	23400000363201107	NÃO	338	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	03/06/2015	45.31%	26/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Jacobina	19086	23400000207201138	NÃO	2103	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	71.88%	19/07/2016	59.38%	26/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PR	Telêmaco Borba	19087	23400000340201194	NÃO	234	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	30/11/2012	99.22%	08/01/2014	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
BA	Juazeiro	19091	23400000205201149	NÃO	373	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	24/07/2014	98.23%	12/02/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PB	Serra Branca	19092	23400001613201118	SIM	1854	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Licitação	96.08%		61.99%	22/03/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
RS	Canoas	19093	23400000055201173	NÃO	488	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Execução	92.63%	20/07/2016	77.64%	15/09/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Salto de Pirapora	19094	23400001167201141	NÃO	1258	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	15/10/2015	71.05%	19/03/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
SC	Brusque	19095	23400000052201130	SIM	273	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Paralisada	95.35%	11/08/2016	73.10%	25/09/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
RO	Ariquemes	19096	23400000337201171	NÃO	4056	2013	PROINFÂNCIA	PAC2	Municipal	MI - Escola de Educação Infantil Tipo B	Execução	67.46%	12/08/2016	70.22%	22/03/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Juazeiro	19097	23400000205201149	NÃO	373	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	24/07/2014	98.50%	12/02/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
MA	São João do Soter	19098	23400001142201148	NÃO	1493	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	04/08/2014	61.03%	04/12/2013	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Juiz de Fora	19099	23400000104201178	NÃO	11638	2013	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	29/05/2015	63.49%	11/03/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
RS	Araricá	19100	23400000043201149	NÃO	448	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	19/12/2012	98.81%	05/12/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
RS	Pejuçara	19102	23400001149201160	NÃO	1162	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	17/04/2014	98.64%	03/12/2013	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SC	São José	19103	23400001882201184	NÃO	1729	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	20/11/2014	82.03%	07/04/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
PB	Areia	19104	23400001258201187	NÃO	1616	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	99.98%	15/12/2014	82.68%	24/03/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
GO	Rubiataba	19105	23400000561201162	SIM	506	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo C	Concluída	100.00%	27/09/2015	92.81%	14/09/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
PA	Uruará	19107	23400001252201118	NÃO	1555	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Inacabada	15.00%	14/12/2015	25.26%	04/04/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
BA	Anagé	19108	23400001416201107	NÃO	1371	2011	PROINFÂNCIA	PAC2	Municipal	Escola de Educação Infantil Tipo B	Concluída	100.00%	27/03/2014	98.93%	24/02/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
